command,value,config_file,line,section,baseline_action,notes
r.Shadow.Virtual.ResolutionLodBiasLocal,1.5,Config/DefaultScalability.ini,177,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountDirectional,2,Config/DefaultScalability.ini,178,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayDirectional,1,Config/DefaultScalability.ini,179,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountLocal,0,Config/DefaultScalability.ini,180,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,0,Config/DefaultScalability.ini,181,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,182,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,3.5,Config/DefaultScalability.ini,183,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,184,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,185,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,2000,Config/DefaultScalability.ini,186,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.2,Config/DefaultScalability.ini,187,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,188,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.NonNanite.IncludeInCoarsePages,0,Config/DefaultScalability.ini,189,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,190,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxNumFarShadowCascades,1,Config/DefaultScalability.ini,192,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,8,Config/DefaultScalability.ini,193,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,2,Config/DefaultScalability.ini,194,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,195,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,0,Config/DefaultScalability.ini,197,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,198,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,150,Config/DefaultScalability.ini,199,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,100,Config/DefaultScalability.ini,200,ShadowQuality@0,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightFunctionQuality,1,Config/DefaultScalability.ini,203,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.MaxCascades,2,Config/DefaultScalability.ini,204,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxResolution,1024,Config/DefaultScalability.ini,205,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxCSMResolution,1024,Config/DefaultScalability.ini,206,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.RadiusThreshold,0.1,Config/DefaultScalability.ini,207,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.DistanceScale,0.5,Config/DefaultScalability.ini,208,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.TransitionScale,0.25,Config/DefaultScalability.ini,209,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.PreShadowResolutionFactor,0.5,Config/DefaultScalability.ini,210,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.NaniteLODBias,1.5,Config/DefaultScalability.ini,211,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldShadowing,1,Config/DefaultScalability.ini,212,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,213,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,1,Config/DefaultScalability.ini,214,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog,1,Config/DefaultScalability.ini,215,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridPixelSize,16,Config/DefaultScalability.ini,216,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridSizeZ,64,Config/DefaultScalability.ini,217,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.HistoryMissSupersampleCount,4,Config/DefaultScalability.ini,218,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightMaxDrawDistanceScale,1,Config/DefaultScalability.ini,219,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.CapsuleShadows,1,Config/DefaultScalability.ini,220,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,1,Config/DefaultScalability.ini,221,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,1,Config/DefaultScalability.ini,222,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Enable,0,Config/DefaultScalability.ini,224,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.MaxPhysicalPages,256,Config/DefaultScalability.ini,225,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.2,Config/DefaultScalability.ini,226,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.8,Config/DefaultScalability.ini,227,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,228,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasDirectional,0.0,Config/DefaultScalability.ini,229,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasLocal,1.5,Config/DefaultScalability.ini,230,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountDirectional,4,Config/DefaultScalability.ini,231,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayDirectional,1,Config/DefaultScalability.ini,232,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountLocal,1,Config/DefaultScalability.ini,233,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,0,Config/DefaultScalability.ini,234,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,235,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5,Config/DefaultScalability.ini,236,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,237,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,238,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,3000,Config/DefaultScalability.ini,239,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.08,Config/DefaultScalability.ini,240,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,241,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.NonNanite.IncludeInCoarsePages,0,Config/DefaultScalability.ini,242,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,243,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxNumFarShadowCascades,1,Config/DefaultScalability.ini,244,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,16,Config/DefaultScalability.ini,245,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,2,Config/DefaultScalability.ini,246,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,247,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,2,Config/DefaultScalability.ini,248,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,249,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,150,Config/DefaultScalability.ini,250,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,100,Config/DefaultScalability.ini,251,ShadowQuality@1,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightFunctionQuality,1,Config/DefaultScalability.ini,254,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.MaxCascades,3,Config/DefaultScalability.ini,255,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxResolution,1024,Config/DefaultScalability.ini,256,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxCSMResolution,1024,Config/DefaultScalability.ini,257,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.RadiusThreshold,0.04,Config/DefaultScalability.ini,258,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.DistanceScale,0.7,Config/DefaultScalability.ini,259,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.TransitionScale,0.4,Config/DefaultScalability.ini,260,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.PreShadowResolutionFactor,0.5,Config/DefaultScalability.ini,261,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldShadowing,1,Config/DefaultScalability.ini,262,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,263,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,1,Config/DefaultScalability.ini,264,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog,1,Config/DefaultScalability.ini,265,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridPixelSize,16,Config/DefaultScalability.ini,266,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridSizeZ,64,Config/DefaultScalability.ini,267,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.HistoryMissSupersampleCount,4,Config/DefaultScalability.ini,268,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightMaxDrawDistanceScale,1,Config/DefaultScalability.ini,269,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.CapsuleShadows,1,Config/DefaultScalability.ini,270,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,1,Config/DefaultScalability.ini,271,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,1,Config/DefaultScalability.ini,272,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Enable,0,Config/DefaultScalability.ini,274,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.MaxPhysicalPages,512,Config/DefaultScalability.ini,275,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.2,Config/DefaultScalability.ini,276,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.85,Config/DefaultScalability.ini,277,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,278,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasDirectional,-1,Config/DefaultScalability.ini,279,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasLocal,1.0,Config/DefaultScalability.ini,280,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountDirectional,4,Config/DefaultScalability.ini,281,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayDirectional,1,Config/DefaultScalability.ini,282,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountLocal,1,Config/DefaultScalability.ini,283,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,0,Config/DefaultScalability.ini,284,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,285,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5.5,Config/DefaultScalability.ini,286,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,287,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,288,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,5000,Config/DefaultScalability.ini,289,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.08,Config/DefaultScalability.ini,290,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,291,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.NonNanite.IncludeInCoarsePages,0,Config/DefaultScalability.ini,292,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,293,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxNumFarShadowCascades,1,Config/DefaultScalability.ini,294,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,16,Config/DefaultScalability.ini,295,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,2,Config/DefaultScalability.ini,296,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedRange,2,Config/DefaultScalability.ini,297,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.HISMDynamicCascadeShadowThreshold,3,Config/DefaultScalability.ini,298,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias1,200,Config/DefaultScalability.ini,299,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias2,100,Config/DefaultScalability.ini,300,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
foliage.CSM.MinRadius.Bias3,0,Config/DefaultScalability.ini,301,ShadowQuality@2,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightFunctionQuality,1,Config/DefaultScalability.ini,304,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.MaxCascades,4,Config/DefaultScalability.ini,305,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxResolution,1024,Config/DefaultScalability.ini,306,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxCSMResolution,1440,Config/DefaultScalability.ini,307,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.RadiusThreshold,0.04,Config/DefaultScalability.ini,308,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.DistanceScale,0.7,Config/DefaultScalability.ini,309,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.CSM.TransitionScale,1.0,Config/DefaultScalability.ini,310,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.PreShadowResolutionFactor,1.0,Config/DefaultScalability.ini,311,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldShadowing,1,Config/DefaultScalability.ini,312,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.DistanceFieldAO,1,Config/DefaultScalability.ini,313,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.AOQuality,2,Config/DefaultScalability.ini,314,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog,1,Config/DefaultScalability.ini,315,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridPixelSize,16,Config/DefaultScalability.ini,316,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.GridSizeZ,64,Config/DefaultScalability.ini,317,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.VolumetricFog.HistoryMissSupersampleCount,4,Config/DefaultScalability.ini,318,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.LightMaxDrawDistanceScale,1,Config/DefaultScalability.ini,319,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.CapsuleShadows,1,Config/DefaultScalability.ini,320,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.IgnoreWPODistanceOnlyVSM,0,Config/DefaultScalability.ini,321,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.StaticMeshLODBias,0,Config/DefaultScalability.ini,322,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Enable,0,Config/DefaultScalability.ini,324,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.MaxPhysicalPages,1024,Config/DefaultScalability.ini,325,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.RadiusThreshold,0.1,Config/DefaultScalability.ini,326,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.MaxPagePoolAllocation,0.85,Config/DefaultScalability.ini,327,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.DynamicRes.VisibleCountExtraAllocation,0,Config/DefaultScalability.ini,328,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasDirectional,-1.5,Config/DefaultScalability.ini,329,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.ResolutionLodBiasLocal,0.0,Config/DefaultScalability.ini,330,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountDirectional,6,Config/DefaultScalability.ini,331,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayDirectional,1,Config/DefaultScalability.ini,332,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.RayCountLocal,1,Config/DefaultScalability.ini,333,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,1,Config/DefaultScalability.ini,334,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.SamplesPerRayLocal,0,Config/DefaultScalability.ini,335,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DirectionalSampleColumn,1,Config/DefaultScalability.ini,336,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.TexelDitherScale,5.5,Config/DefaultScalability.ini,337,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.DitherByDistance,0,Config/DefaultScalability.ini,338,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.SMRT.Contrast,16,Config/DefaultScalability.ini,339,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxMaterialPositionInvalidationRange,5000,Config/DefaultScalability.ini,340,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxInvalidationScreenSize,0.04,Config/DefaultScalability.ini,341,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.Cache.MaxFrameSeperateInvalidation,-1,Config/DefaultScalability.ini,342,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.Virtual.NonNanite.IncludeInCoarsePages,0,Config/DefaultScalability.ini,343,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ModifyLODShadow,0,Config/DefaultScalability.ini,344,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Shadow.MaxNumFarShadowCascades,1,Config/DefaultScalability.ini,345,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.ContactShadows.StepNum,24,Config/DefaultScalability.ini,346,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
r.Nanite.CSMLodScaleFixedLevel,0,Config/DefaultScalability.ini,347,ShadowQuality@3,temporarily_reset_for_baseline,Disable or omit during baseline run; restore after experiment if needed.
