command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
r.Embree.MemoryEstimateFactor,CVar,int32,60,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1;30;60;120,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Embree.MemoryEstimateFactor=<值>` / `r.Embree.MemoryEstimateFactor <值>` 或 INI 中配置,Configurable ratio for the memory used by embree,ECVF_ReadOnly
r.EnableStereoEmulation,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.EnableStereoEmulation=<值>` / `r.EnableStereoEmulation <值>` 或 INI 中配置,Emulate stereo rendering,ECVF_ReadOnly
r.ExrReaderGPU.UseUploadHeap,CVar,string,,r,VR/XR,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ExrReaderGPU.UseUploadHeap=<值>` / `r.ExrReaderGPU.UseUploadHeap <值>` 或 INI 中配置,Utilizes upload heap and copies raw exr buffer asynchronously.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.FBlueprintContext.VirtualStackAllocator.DecommitMode,CVar,string,,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.FBlueprintContext.VirtualStackAllocator.DecommitMode=<值>` / `r.FBlueprintContext.VirtualStackAllocator.DecommitMode <值>` 或 INI 中配置,Specifies DecommitMode for FVirtualStackAllocator when used through its ThreadSingleton. Values are from EVirtualStackAllocatorDecommitMode.,ECVF_ReadOnly
r.FBlueprintContext.VirtualStackAllocatorStackSize,CVar,string,,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.FBlueprintContext.VirtualStackAllocatorStackSize=<值>` / `r.FBlueprintContext.VirtualStackAllocatorStackSize <值>` 或 INI 中配置,Default size for FBlueprintContext's FVirtualStackAllocator,ECVF_ReadOnly
r.ForceDebugViewModes,CVar,int32,0,r,渲染调试/可视化,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ForceDebugViewModes=<值>` / `r.ForceDebugViewModes <值>` 或 INI 中配置,0: Setting has no effect.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.ForcePreferredRHISupport,CVar,bool,false,r,光线追踪,Windows,false,true,false,false,false,,,startup_restart_required,1,Platform Engine.ini or DeviceProfile if adopted,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ForcePreferredRHISupport=<值>` / `r.ForcePreferredRHISupport <值>` 或 INI 中配置,Whether to force PreferredRHI support even if disabled in config,ECVF_ReadOnly
r.ForceStartInVR,CVar,int32,0,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ForceStartInVR=<值>` / `r.ForceStartInVR <值>` 或 INI 中配置,,ECVF_ReadOnly
r.ForwardShading,CVar,string,,r,通用,All,false,true,true,false,false,,,startup_restart_required,,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ForwardShading=<值>` / `r.ForwardShading <值>` 或 INI 中配置,Whether to use forward shading on desktop platforms - requires Shader Model 5 hardware.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.ForwardShading.ForceSkyLightCubemapBlending,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.ForwardShading.ForceSkyLightCubemapBlending=<值>` / `r.ForwardShading.ForceSkyLightCubemapBlending <值>` 或 INI 中配置,Forces in shader sky box blending for forward shading. More expenssive but higher quality. This is similar to having Blend Sky Light Cubemaps = true on all forward materials.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.GBufferDiffuseSampleOcclusion,CVar,int32,0,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GBufferDiffuseSampleOcclusion=<值>` / `r.GBufferDiffuseSampleOcclusion <值>` 或 INI 中配置,Whether the gbuffer contain occlusion information for individual diffuse samples.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.GenerateMeshDistanceFields,CVar,int32,0,r,GI,All,false,true,true,false,false,,Config/DefaultEngine.ini:13=True,startup_restart_required,0;1,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GenerateMeshDistanceFields=<值>` / `r.GenerateMeshDistanceFields <值>` 或 INI 中配置,"Whether to build distance fields of static meshes, needed for Lumen Software Ray Tracing and Distance Field AO, which is used to implement Movable SkyLight shadows.\n",ECVF_ReadOnly
r.GPUMessage.MaxBufferSize,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUMessage.MaxBufferSize=<值>` / `r.GPUMessage.MaxBufferSize <值>` 或 INI 中配置,"Specifies the maximum size of the GPU message buffer, in KiB.\n",ECVF_RenderThreadSafe | ECVF_ReadOnly
r.GPUScene.UseGrowOnlyAllocationPolicy,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUScene.UseGrowOnlyAllocationPolicy=<值>` / `r.GPUScene.UseGrowOnlyAllocationPolicy <值>` 或 INI 中配置,Deprecated 5.3. If set to 1 the allocators used for GPU-scene instances and similar will use a grow-only allocation policy to mimic the behavior in 5.2 and earlier.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.GPUScene.UseReservedResources,CVar,bool,true,r,通用,All,false,true,false,false,false,,,startup_restart_required,0,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUScene.UseReservedResources=<值>` / `r.GPUScene.UseReservedResources <值>` 或 INI 中配置,Turning this on makes all GPU-Scene buffers default to using reserved resource allocations.,ECVF_ReadOnly
r.GPUSkin.AlwaysUseDeformerForUnlimitedBoneInfluences,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.AlwaysUseDeformerForUnlimitedBoneInfluences=<值>` / `r.GPUSkin.AlwaysUseDeformerForUnlimitedBoneInfluences <值>` 或 INI 中配置,"Any meshes using Unlimited Bone Influences will always be rendered with a Mesh Deformer. This reduces the number of shader permutations needed for skeletal mesh materials, saving memory at the cost of performance. Has no effect if either Unlimited Bone Influences or Deformer Graph is disabled. Cannot be changed at runtime.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.GPUSkin.Limit2BoneInfluences,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.Limit2BoneInfluences=<值>` / `r.GPUSkin.Limit2BoneInfluences <值>` 或 INI 中配置,Whether to use 2 bones influence instead of default 4/8 for GPU skinning. Cannot be changed at runtime.,ECVF_ReadOnly
r.GPUSkin.Support16BitBoneIndex,CVar,string,,r,光线追踪,All,false,true,false,false,false,,Config/DefaultEngine.ini:207=True,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.Support16BitBoneIndex=<值>` / `r.GPUSkin.Support16BitBoneIndex <值>` 或 INI 中配置,Deprecated. All platforms now support 16-bit bone indices. Preserved for DDC key backward compatibility only.,ECVF_ReadOnly
r.GPUSkin.UnlimitedBoneInfluences,CVar,string,,r,通用,All,false,true,false,false,false,,Config/DefaultEngine.ini:208=True,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.UnlimitedBoneInfluences=<值>` / `r.GPUSkin.UnlimitedBoneInfluences <值>` 或 INI 中配置,Whether to use unlimited bone influences instead of default 4/8 for GPU skinning. Cannot be changed at runtime.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.GPUSkin.UnlimitedBoneInfluencesThreshold,CVar,string,,r,通用,All,false,true,false,false,false,,Config/DefaultEngine.ini:209=4,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.UnlimitedBoneInfluencesThreshold=<值>` / `r.GPUSkin.UnlimitedBoneInfluencesThreshold <值>` 或 INI 中配置,Unlimited Bone Influences Threshold to use unlimited bone influences buffer if r.GPUSkin.UnlimitedBoneInfluences is enabled. Should be unsigned int. Cannot be changed at runtime.,ECVF_ReadOnly
r.GPUSkin.UseSceneExtension,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GPUSkin.UseSceneExtension=<值>` / `r.GPUSkin.UseSceneExtension <值>` 或 INI 中配置,"When set, allows GPU skin skeletal meshes to be registered with the skinning scene extension.",ECVF_ReadOnly
r.GraphicsAdapter,CVar,int32,-1,r,通用,All,false,true,false,false,false,,,startup_restart_required,-2;-1;0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.GraphicsAdapter=<值>` / `r.GraphicsAdapter <值>` 或 INI 中配置,User request to pick a specific graphics adapter (e.g. when using a integrated graphics card with a discrete one)\n,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.HairStrands.CompressedPosition,CVar,string,,r,后处理,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.CompressedPosition=<值>` / `r.HairStrands.CompressedPosition <值>` 或 INI 中配置,Optional compessed position,ECVF_ReadOnly
r.HairStrands.ContinuousDecimationReordering,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.ContinuousDecimationReordering=<值>` / `r.HairStrands.ContinuousDecimationReordering <值>` 或 INI 中配置,Enable strand reordering to allow Continuous LOD. Experimental,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.HairStrands.Raytracing.EnableLinearSweptSpheres,CVar,int32,1,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.Raytracing.EnableLinearSweptSpheres=<值>` / `r.HairStrands.Raytracing.EnableLinearSweptSpheres <值>` 或 INI 中配置,Enable Linear Swept Spheres for hair strand raytracing (if the current hardware supports it).,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.HairStrands.RBFLocalSpace,CVar,int32,1,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.RBFLocalSpace=<值>` / `r.HairStrands.RBFLocalSpace <值>` 或 INI 中配置,Enable/disable rbf computation in local space.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.HairStrands.Strands.UseTriangleStrips,CVar,int32,1,r,RHI/底层渲染接口,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.Strands.UseTriangleStrips=<值>` / `r.HairStrands.Strands.UseTriangleStrips <值>` 或 INI 中配置,"Enable triangle strip geometry for hair strands rendering. This improves performances, but removes the last segments of each curve.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.HairStrands.Streaming,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HairStrands.Streaming=<值>` / `r.HairStrands.Streaming <值>` 或 INI 中配置,Hair strands streaming toggle.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.HFShadowAverageObjectsPerCullTile,CVar,string,,r,阴影,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HFShadowAverageObjectsPerCullTile=<值>` / `r.HFShadowAverageObjectsPerCullTile <值>` 或 INI 中配置,"Determines how much memory should be allocated in height field object culling data structures.  Too much = memory waste, too little = flickering due to buffer overflow.",ECVF_RenderThreadSafe | ECVF_ReadOnly
r.HighQualityLightMaps,CVar,int32,1,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HighQualityLightMaps=<值>` / `r.HighQualityLightMaps <值>` 或 INI 中配置,"If set to 1, allow high quality lightmaps which don't bake in direct lighting of stationary lights",ECVF_RenderThreadSafe | ECVF_ReadOnly
r.HLOD.ForceDisableCastDynamicShadow,CVar,int32,0,r,阴影,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.HLOD.ForceDisableCastDynamicShadow=<值>` / `r.HLOD.ForceDisableCastDynamicShadow <值>` 或 INI 中配置,"If non-zero, will set bCastDynamicShadow to false for all LODActors, regardless of the shadowing setting of their subactors.",ECVF_ReadOnly
r.InstancedStaticMeshes.UseInstancedStaticMeshVertexFactory,CVar,string,,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.InstancedStaticMeshes.UseInstancedStaticMeshVertexFactory=<值>` / `r.InstancedStaticMeshes.UseInstancedStaticMeshVertexFactory <值>` 或 INI 中配置,"If enabled (default is off), all platforms use a separate vertex factory for the instanced static meshes which increases the number of shader permutations significantly.\n",ECVF_ReadOnly
r.IrisNormal,CVar,int32,0,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.IrisNormal=<值>` / `r.IrisNormal <值>` 或 INI 中配置,0 to disable iris normal.\n,ECVF_ReadOnly
r.LegacyLuminanceFactors,CVar,int32,0,r,通用,All,false,true,true,false,false,,,startup_restart_required,0;1,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.LegacyLuminanceFactors=<值>` / `r.LegacyLuminanceFactors <值>` 或 INI 中配置,,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.LightFunctionAtlas.Format,CVar,int32,0,r,通用,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.LightFunctionAtlas.Format=<值>` / `r.LightFunctionAtlas.Format <值>` 或 INI 中配置,"0: grey scale in [0,1]. 1: colored in [0,1]",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.LightShaftNumSamples,CVar,string,,r,通用,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.LightShaftNumSamples=<值>` / `r.LightShaftNumSamples <值>` 或 INI 中配置,Number of samples per light shaft radial blur pass.  Also affects how quickly the blur distance increases with each pass.,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.LocalFogVolume.ApplyOnTranslucent,CVar,int32,0,r,后处理,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.LocalFogVolume.ApplyOnTranslucent=<值>` / `r.LocalFogVolume.ApplyOnTranslucent <值>` 或 INI 中配置,Project settings enabling the sampling of local fog volumes on translucent elements.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Lumen.Supported,CVar,int32,1,r,Lumen,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Lumen.Supported=<值>` / `r.Lumen.Supported <值>` 或 INI 中配置,"Whether Lumen is supported at all for the project, regardless of platform. This can be used to avoid compiling shaders and other load time overhead.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Material.EnableTranslationLogFile,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.EnableTranslationLogFile=<值>` / `r.Material.EnableTranslationLogFile <值>` 或 INI 中配置,,ECVF_ReadOnly
r.Material.EnergyConservation,CVar,int32,0,r,材质,All,false,true,true,false,false,,,startup_restart_required,0;1,DefaultEngine.ini [/Script/Engine.RendererSettings],P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.EnergyConservation=<值>` / `r.Material.EnergyConservation <值>` 或 INI 中配置,"Enable energy conservation for legacy materials (project settings, read only). Please note that when Substrate is enabled, energy conservation is forced to enabled.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Material.ExcludeNonPipelinedShaders,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.ExcludeNonPipelinedShaders=<值>` / `r.Material.ExcludeNonPipelinedShaders <值>` 或 INI 中配置,"if != 0, standalone shaders that are also part of FShaderPipeline will not be compiled (default).",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Material.IgnoreLVFUsageMode,CVar,int32,0,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.IgnoreLVFUsageMode=<值>` / `r.Material.IgnoreLVFUsageMode <值>` 或 INI 中配置,Setting to adjust how UsedWithStaticMesh material flag is interpreted.\n,ECVF_ReadOnly
r.Material.RoughDiffuse,CVar,int32,0,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.RoughDiffuse=<值>` / `r.Material.RoughDiffuse <值>` 或 INI 中配置,Enable rough diffuse material.,ECVF_ReadOnly | ECVF_RenderThreadSafe | ECVF_Preview
r.Material.ShadingPathNodeOverride,CVar,int32,-1,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.ShadingPathNodeOverride=<值>` / `r.Material.ShadingPathNodeOverride <值>` 或 INI 中配置,"Material Shading Path Node Override. -1 = no override (default value), 0 = deferred rendering, 1 = forward, 2 = mobile)",ECVF_ReadOnly | ECVF_Preview | ECVF_RenderThreadSafe
r.Material.StripUnusedDefaultTextures,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.StripUnusedDefaultTextures=<值>` / `r.Material.StripUnusedDefaultTextures <值>` 或 INI 中配置,"If enabled, unused Default textures will be discarded at cook time.\n",ECVF_ReadOnly
r.Material.UseShaderCompilationParameters,CVar,int32,1,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.Material.UseShaderCompilationParameters=<值>` / `r.Material.UseShaderCompilationParameters <值>` 或 INI 中配置,Controls whether the parameters used for determining which shaders to compile are based on translation output or conservative material data.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.MaterialCache.AllocationMaxTileCountWidth,CVar,FIntPoint,1024,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1;512;1024;2048,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialCache.AllocationMaxTileCountWidth=<值>` / `r.MaterialCache.AllocationMaxTileCountWidth <值>` 或 INI 中配置,Maximum number of tiles (per axis) of each allocation,ECVF_ReadOnly
r.MaterialCache.Support,CVar,FIntPoint,false,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialCache.Support=<值>` / `r.MaterialCache.Support <值>` 或 INI 中配置,Enable material cache support,ECVF_ReadOnly
r.MaterialCache.TileBorderWidth,CVar,FIntPoint,4,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1;2;4;8,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialCache.TileBorderWidth=<值>` / `r.MaterialCache.TileBorderWidth <值>` 或 INI 中配置,Tile border width (per axis) of each tile,ECVF_ReadOnly
r.MaterialCache.TileWidth,CVar,FIntPoint,128,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1;64;128;256,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialCache.TileWidth=<值>` / `r.MaterialCache.TileWidth <值>` 或 INI 中配置,Tile width (per axis) of each tile,ECVF_ReadOnly
r.MaterialEditor.AllowSkipAlphaComputationForMaterialBlend,CVar,string,,r,材质,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialEditor.AllowSkipAlphaComputationForMaterialBlend=<值>` / `r.MaterialEditor.AllowSkipAlphaComputationForMaterialBlend <值>` 或 INI 中配置,"If true, Allow to skip alpha computation when evaluating material blend nodes if the 2 values are equal",ECVF_ReadOnly
r.MaterialEditor.LWCTruncateMode,CVar,int32,2,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;1;2;4,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MaterialEditor.LWCTruncateMode=<值>` / `r.MaterialEditor.LWCTruncateMode <值>` 或 INI 中配置,,ECVF_ReadOnly
r.MegaLights.Supported,CVar,bool,true,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MegaLights.Supported=<值>` / `r.MegaLights.Supported <值>` 或 INI 中配置,"Whether MegaLights is supported at all for the project, regardless of platform. This can be used to avoid compiling MegaLights shaders.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.MeshCardRepresentation,CVar,int32,1,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshCardRepresentation=<值>` / `r.MeshCardRepresentation <值>` 或 INI 中配置,,ECVF_ReadOnly
r.MeshCardRepresentation.Async,CVar,string,,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshCardRepresentation.Async=<值>` / `r.MeshCardRepresentation.Async <值>` 或 INI 中配置,.,ECVF_Default | ECVF_ReadOnly
r.MeshCardRepresentation.MinDensity,CVar,float,0.2f,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,0;0.1;0.2;0.3,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshCardRepresentation.MinDensity=<值>` / `r.MeshCardRepresentation.MinDensity <值>` 或 INI 中配置,"How much of filled area needs to be there to spawn a card, [0;1] range.",ECVF_ReadOnly
r.MeshCardRepresentation.NormalTreshold,CVar,float,0.25f,r,材质,All,false,true,false,false,false,,,startup_restart_required,0;0.125;0.25;0.375,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshCardRepresentation.NormalTreshold=<值>` / `r.MeshCardRepresentation.NormalTreshold <值>` 或 INI 中配置,Normal treshold when surface elements should be clustered together.,ECVF_ReadOnly
r.MeshPaintVirtualTexture.Support,CVar,bool,true,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshPaintVirtualTexture.Support=<值>` / `r.MeshPaintVirtualTexture.Support <值>` 或 INI 中配置,Build time support mesh painting with virtual textures,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.MeshPaintVirtualTexture.TileBorderSize,CVar,int32,2,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0;1;2;4,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshPaintVirtualTexture.TileBorderSize=<值>` / `r.MeshPaintVirtualTexture.TileBorderSize <值>` 或 INI 中配置,Virtual texture tile border size for mesh paint textures,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.MeshPaintVirtualTexture.TileSize,CVar,int32,32,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0;1;16;32;64,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshPaintVirtualTexture.TileSize=<值>` / `r.MeshPaintVirtualTexture.TileSize <值>` 或 INI 中配置,Virtual texture tile size for mesh paint textures,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.MeshPaintVirtualTexture.UseCompression,CVar,bool,true,r,光线追踪,All,false,true,false,false,false,,,startup_restart_required,0,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshPaintVirtualTexture.UseCompression=<值>` / `r.MeshPaintVirtualTexture.UseCompression <值>` 或 INI 中配置,Whether mesh paint textures use a compressed format,ECVF_ReadOnly
r.MeshReductionModule,CVar,string,QuadricMeshReduction,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshReductionModule=<值>` / `r.MeshReductionModule <值>` 或 INI 中配置,Name of what mesh reduction module to choose. If blank it chooses any that exist.\n,ECVF_ReadOnly
r.MeshStreaming,CVar,int32,0,r,渲染管线,All,false,true,false,false,false,,,startup_restart_required,0;1,Manual source/config review required,P2,ReadOnly/startup-only; requires editor restart or startup config pass.,,,,untested,untested,,,`r.MeshStreaming=<值>` / `r.MeshStreaming <值>` 或 INI 中配置,When enabled mesh LODs will stream in based on what is visible on screen.,ECVF_ReadOnly | ECVF_RenderThreadSafe
