command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,current_project_values,test_method,safe_test_values,config_target,test_priority,skip_or_review_reason,baseline_fps,test_fps,fps_delta_percent,quality_impact,recommendation,project_setting_value,notes,usage,help,flags
fx.Niagara.MaxCompilePollTimePerFrame,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.MaxCompilePollTimePerFrame=<值>` / `fx.Niagara.MaxCompilePollTimePerFrame <值>` 或 INI 中配置,"When a lot of system compile tasks queue up, this is the max time per frame that is used to advance them.",ECVF_Default
fx.Niagara.MaxStatRecordedFrames,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.MaxStatRecordedFrames=<值>` / `fx.Niagara.MaxStatRecordedFrames <值>` 或 INI 中配置,The number of frames recorded for the stat performance display of niagara cpu and gpu scripts. \n,ECVF_Default
fx.Niagara.MeshRenderer.CalcMeshUsedParticleCount,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.MeshRenderer.CalcMeshUsedParticleCount=<值>` / `fx.Niagara.MeshRenderer.CalcMeshUsedParticleCount <值>` 或 INI 中配置,Optimization which will inspect renderer vis / mesh index to determine which set of meshes we can potential render with.,ECVF_Default
fx.Niagara.MigrateInternalTagsToUserAssetTags,Command,string,,fx,后处理,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.Niagara.MigrateInternalTagsToUserAssetTags`（可带参数，具体见帮助说明）,"Finds and resaves Niagara assets within the current Content Browser view (recursive) that were tagged with an internal Niagara Asset Tag (such as Template, Hidden, Deprecated etc.)",
fx.Niagara.NaniteRenderer.Enabled,CVar,string,,fx,Nanite,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.NaniteRenderer.Enabled=<值>` / `fx.Niagara.NaniteRenderer.Enabled <值>` 或 INI 中配置,"If == 0, Niagara Nanite Renderers are disabled.",ECVF_Default
fx.Niagara.NDIExport.GPUMaxReadbackCount,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.NDIExport.GPUMaxReadbackCount=<值>` / `fx.Niagara.NDIExport.GPUMaxReadbackCount <值>` 或 INI 中配置,"Maximum buffer instance count for the GPU readback when in PerParticleMode, where <= 0 means ignore.",ECVF_Default
fx.Niagara.NDISpline.GDisableLUTs,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.NDISpline.GDisableLUTs=<值>` / `fx.Niagara.NDISpline.GDisableLUTs <值>` 或 INI 中配置,Should we turn off all LUTs on CPU?,ECVF_Default
fx.Niagara.NDIStaticMesh.UseInlineLODsOnly,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.NDIStaticMesh.UseInlineLODsOnly=<值>` / `fx.Niagara.NDIStaticMesh.UseInlineLODsOnly <值>` 或 INI 中配置,,ECVF_Default
fx.Niagara.ObjectNeedsLoadMode,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.ObjectNeedsLoadMode=<值>` / `fx.Niagara.ObjectNeedsLoadMode <值>` 或 INI 中配置,How we decide to handle objects that need loading\n,ECVF_Default
fx.Niagara.OnDemandCompileEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.OnDemandCompileEnabled=<值>` / `fx.Niagara.OnDemandCompileEnabled <值>` 或 INI 中配置,Compiles Niagara Systems on demand rather than on post load.  1 - Will defer when in editor; 2 - Will defer in editor & game,ECVF_Default
fx.Niagara.ParallelGDME,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.ParallelGDME=<值>` / `fx.Niagara.ParallelGDME <值>` 或 INI 中配置,Allow Niagara to run parallel in GDME.,ECVF_Default
fx.Niagara.ParseCompileMetaDataOnGet,CVar,string,,fx,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.ParseCompileMetaDataOnGet=<值>` / `fx.Niagara.ParseCompileMetaDataOnGet <值>` 或 INI 中配置,When true the compilation metadata from DDC will be parsed on get.,ECVF_Default
fx.Niagara.ParticleRead.IgnoreUnsafeReads,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.ParticleRead.IgnoreUnsafeReads=<值>` / `fx.Niagara.ParticleRead.IgnoreUnsafeReads <值>` 或 INI 中配置,"When enabled we will allow unsafe reads to compile with a warning, however the read result will be invalid.",ECVF_Default
fx.Niagara.PerfTestFrames,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_or_excluded_diagnostic,,Runtime console or user setting if adopted,P3,Diagnostic/debug/profiling command; do not include in automated FPS sweep.,,,,untested,untested,,,`fx.Niagara.PerfTestFrames=<值>` / `fx.Niagara.PerfTestFrames <值>` 或 INI 中配置,How many frames to gather in each performance test. \n,ECVF_Default
fx.Niagara.PreloadSelectablePluginAssetsOnDemand,CVar,string,,fx,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.PreloadSelectablePluginAssetsOnDemand=<值>` / `fx.Niagara.PreloadSelectablePluginAssetsOnDemand <值>` 或 INI 中配置,"If > 0 then niagara system, emitter, and script assets provided by the niagara plugin will be preloaded when a dialog is opened to select them. This is a temoporary workaround for asset registry issues in cooked editor builds.\n",ECVF_Default
fx.Niagara.PSOPrecache.LimitPriorityBoost,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.PSOPrecache.LimitPriorityBoost=<值>` / `fx.Niagara.PSOPrecache.LimitPriorityBoost <值>` 或 INI 中配置,Limit Niagara to issuing only high priority PSO precache boosts.\n,ECVF_Default
fx.Niagara.PSOPrecache.ReverseCulling,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.PSOPrecache.ReverseCulling=<值>` / `fx.Niagara.PSOPrecache.ReverseCulling <值>` 或 INI 中配置,Also Precache PSOs with with reverse culling set when not 2 sided. (default 1),ECVF_Default
fx.Niagara.Renderer.CookOutStaticEnabledBinding,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Renderer.CookOutStaticEnabledBinding=<值>` / `fx.Niagara.Renderer.CookOutStaticEnabledBinding <值>` 或 INI 中配置,If none zero renderers with static variables used for enabled binding will cook out if they are not enabled.,ECVF_Scalability
fx.Niagara.RenderTarget.IgnoreCookedOut,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTarget.IgnoreCookedOut=<值>` / `fx.Niagara.RenderTarget.IgnoreCookedOut <值>` 或 INI 中配置,"Ignores create render targets for cooked out emitter, i.e. ones that are not used by any GPU emitter.",ECVF_Default
fx.Niagara.RenderTarget.ResolutionMultiplier,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTarget.ResolutionMultiplier=<值>` / `fx.Niagara.RenderTarget.ResolutionMultiplier <值>` 或 INI 中配置,Optional global modifier to Niagara render target resolution.,ECVF_Default
fx.Niagara.RenderTarget2D.SimCacheCompressed,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTarget2D.SimCacheCompressed=<值>` / `fx.Niagara.RenderTarget2D.SimCacheCompressed <值>` 或 INI 中配置,When enabled compression is used for the sim cache data.,ECVF_Default
fx.Niagara.RenderTargetVolume.SimCacheCompressed,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTargetVolume.SimCacheCompressed=<值>` / `fx.Niagara.RenderTargetVolume.SimCacheCompressed <值>` 或 INI 中配置,When enabled compression is used for the sim cache data.,ECVF_Default
fx.Niagara.RenderTargetVolume.SimCacheEnabled,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTargetVolume.SimCacheEnabled=<值>` / `fx.Niagara.RenderTargetVolume.SimCacheEnabled <值>` 或 INI 中配置,When enabled we can write data into the simulation cache.,ECVF_Default
fx.Niagara.RenderTargetVolume.SimCacheUseOpenVDBFloatGrids,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.RenderTargetVolume.SimCacheUseOpenVDBFloatGrids=<值>` / `fx.Niagara.RenderTargetVolume.SimCacheUseOpenVDBFloatGrids <值>` 或 INI 中配置,Use OpenVDB float grids as output.,ECVF_Default
fx.Niagara.Rollback.AggressiveProxylessCulling,CVar,string,,fx,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.AggressiveProxylessCulling=<值>` / `fx.Niagara.Rollback.AggressiveProxylessCulling <值>` 或 INI 中配置,When true components without proxies will be more aggresively culled.,ECVF_Default
fx.Niagara.Rollback.AllowReactivateInPostApplyToComponent,CVar,string,,fx,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.AllowReactivateInPostApplyToComponent=<值>` / `fx.Niagara.Rollback.AllowReactivateInPostApplyToComponent <值>` 或 INI 中配置,When enabled activate & registered components will be reactivated at the end of PostApplyToComponent.,ECVF_Default
fx.Niagara.Rollback.DataChannels.RetainGPUDataIfPendingCpuUpdate,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.DataChannels.RetainGPUDataIfPendingCpuUpdate=<值>` / `fx.Niagara.Rollback.DataChannels.RetainGPUDataIfPendingCpuUpdate <值>` 或 INI 中配置,"If true, NDC data for the GPU will be kept if there has been no update from the CPU. Helps manager CPU/GPU sync issues where NDC writers on the CPU may not be updating at the same rate as the renderer.",ECVF_Default | ECVF_RenderThreadSafe
fx.Niagara.Rollback.DelayNDCManagerInitialiation,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.DelayNDCManagerInitialiation=<值>` / `fx.Niagara.Rollback.DelayNDCManagerInitialiation <值>` 或 INI 中配置,"When true, Niagara will not initialize it's NDC managers until the first tick of the world manager or first NDC use.",ECVF_Default
fx.Niagara.Rollback.DestroyAllComponentsThatCantRender,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.DestroyAllComponentsThatCantRender=<值>` / `fx.Niagara.Rollback.DestroyAllComponentsThatCantRender <值>` 或 INI 中配置,When true any component that can not render will be destroyed not just ones that are bAutoDestroy.,ECVF_Default
fx.Niagara.Rollback.NewWorldCleanup,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.NewWorldCleanup=<值>` / `fx.Niagara.Rollback.NewWorldCleanup <值>` 或 INI 中配置,When true we'll use the new World Manager Cleanup flows. False will use old legacy code.,ECVF_Default
fx.Niagara.Rollback.NiagaraEmitterPostLoadCleanup,CVar,string,,fx,后处理,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.NiagaraEmitterPostLoadCleanup=<值>` / `fx.Niagara.Rollback.NiagaraEmitterPostLoadCleanup <值>` 或 INI 中配置,When true use a leaner version of post load,ECVF_Default
fx.Niagara.Rollback.SkeletalMeshDI.UseNewResetRequired,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.SkeletalMeshDI.UseNewResetRequired=<值>` / `fx.Niagara.Rollback.SkeletalMeshDI.UseNewResetRequired <值>` 或 INI 中配置,Rollback console variable to use the old reset required detection vs the new one which is more concise.,ECVF_Default
fx.Niagara.Rollback.WorldManagerRespectsWorldCreateFXSystem,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Rollback.WorldManagerRespectsWorldCreateFXSystem=<值>` / `fx.Niagara.Rollback.WorldManagerRespectsWorldCreateFXSystem <值>` 或 INI 中配置,"When true, Niagara world managers will only be created for worlds with bCreateFXSystem==true in it's initialization options.",ECVF_Default
fx.Niagara.Scalability.ApplyInstanceCountsRigidly,CVar,string,,fx,GI,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.ApplyInstanceCountsRigidly=<值>` / `fx.Niagara.Scalability.ApplyInstanceCountsRigidly <值>` 或 INI 中配置,If true we'll apply instance counts more rigidly. Un-culled Systems wil not be able to activate until overall systems fall below the instance count. \n,ECVF_Default
fx.Niagara.Scalability.CanPreventCullingOnPlayerFX,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.CanPreventCullingOnPlayerFX=<值>` / `fx.Niagara.Scalability.CanPreventCullingOnPlayerFX <值>` 或 INI 中配置,When enabled Niagara can optionally prevent scalability culling on FX linked to the player.,ECVF_Default
fx.Niagara.Scalability.DistanceCulling,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.DistanceCulling=<值>` / `fx.Niagara.Scalability.DistanceCulling <值>` 或 INI 中配置,"When non-zero, high level scalability culling based on distance is enabled.",ECVF_Default
fx.Niagara.Scalability.GlobalBudgetCulling,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.GlobalBudgetCulling=<值>` / `fx.Niagara.Scalability.GlobalBudgetCulling <值>` 或 INI 中配置,"When non-zero, high level scalability culling based on global time budget is enabled.",ECVF_Default
fx.Niagara.Scalability.InstanceCountCulling,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.InstanceCountCulling=<值>` / `fx.Niagara.Scalability.InstanceCountCulling <值>` 或 INI 中配置,"When non-zero, high level scalability culling based on instance count is enabled.",ECVF_Default
fx.Niagara.Scalability.MinMaxDistance,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.MinMaxDistance=<值>` / `fx.Niagara.Scalability.MinMaxDistance <值>` 或 INI 中配置,Minimum value for Niagara's Max distance value. Primariy to prevent divide by zero issues and ensure a sensible distance value for sorted significance culling.,ECVF_Default
fx.Niagara.Scalability.VisibilityCulling,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Scalability.VisibilityCulling=<值>` / `fx.Niagara.Scalability.VisibilityCulling <值>` 或 INI 中配置,"When non-zero, high level scalability culling based on visibility is enabled.",ECVF_Default
fx.Niagara.SetEmitterDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetEmitterDenyList=<值>` / `fx.Niagara.SetEmitterDenyList <值>` 或 INI 中配置,"Set the emitter deny list to use. (i.e. NS_SystemA:EmitterA,NS_SystemB:EmitterA)",ECVF_Scalability | ECVF_Default
fx.Niagara.SetGpuDataInterfaceDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetGpuDataInterfaceDenyList=<值>` / `fx.Niagara.SetGpuDataInterfaceDenyList <值>` 或 INI 中配置,"Set the Gpu data interface deny list to use.  (i.e. UMyDataInteraceA,UMyDataInteraceB)",ECVF_Scalability | ECVF_Default
fx.Niagara.SetGpuDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetGpuDenyList=<值>` / `fx.Niagara.SetGpuDenyList <值>` 或 INI 中配置,"Set Gpu deny list to use, more targetted than to allow comparing OS,OSVersion,CPU,GPU.\n",ECVF_Scalability | ECVF_Default
fx.Niagara.SetGpuEmitterDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetGpuEmitterDenyList=<值>` / `fx.Niagara.SetGpuEmitterDenyList <值>` 或 INI 中配置,"Set the Gpu emitter deny list to use. (i.e. NS_SystemA:EmitterA,NS_SystemB:EmitterA)",ECVF_Scalability | ECVF_Default
fx.Niagara.SetGpuRHIAdapterDenyList,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetGpuRHIAdapterDenyList=<值>` / `fx.Niagara.SetGpuRHIAdapterDenyList <值>` 或 INI 中配置,"Set Gpu RHI Adapter deny list to use, comma separated and uses wildcards, i.e. (*MyGpu*) would exclude anything that contains MyGpu",ECVF_Scalability | ECVF_Default
fx.Niagara.SetGpuRHIDenyList,CVar,string,,fx,RHI/底层渲染接口,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetGpuRHIDenyList=<值>` / `fx.Niagara.SetGpuRHIDenyList <值>` 或 INI 中配置,"Set Gpu RHI deny list to use, comma separated and uses wildcards, i.e. (*MyRHI*) would exclude anything that contains MyRHI",ECVF_Scalability | ECVF_Default
fx.Niagara.SetOverridePlatformName,Command,string,,fx,通用,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.Niagara.SetOverridePlatformName`（可带参数，具体见帮助说明）,"Sets which platform we should override with, no args means reset to default","FConsoleCommandWithArgsDelegate::CreateLambda( 		[](const TArray<FString>& Args) 		{ 			GNiagaraPlatformOverride.Reset(); 			if (Args.Num() == 0) 			{ 				if (GNiagaraBackupQualityLevel != INDEX_NONE) 				{ 					UE::ConfigUtilities::OnSetCVarFromIniEntry(*GDeviceProfilesIni, NiagaraQualityLevelName, *LexToString(GNiagaraBackupQualityLevel), ECVF_SetByMask); 				} 				GNiagaraBackupQualityLevel = INDEX_NONE; 				UE_LOGF(LogNiagara, Warning, ""Niagara Clearing Override DeviceProfile""); 			} 			else 			{ 				for (UObject* DeviceProfileObj : UDeviceProfileManager::Get().Profiles) 				{ 					if (UDeviceProfile* Profile = Cast<UDeviceProfile>(DeviceProfileObj)) 					{ 						if (Profile->GetName() == Args[0]) 						{ 							SetGNiagaraDeviceProfile(Profile); 							break; 						} 					} 				}  				if (GNiagaraPlatformOverride.IsValid()) 				{ 					UE_LOGF(LogNiagara, Warning, ""Niagara Setting Override DeviceProfile '%ls'"", *Args[0]); 				} 				else 				{ 					UE_LOGF(LogNiagara, Warning, ""Niagara Failed to Find Override DeviceProfile '%ls'"", *Args[0]); 				} 			} 		} 	)"
fx.Niagara.SetOverrideQualityLevel,Command,string,,fx,通用,All,true,false,false,false,false,,,manual_command_review,,Runtime console or user setting if adopted,P3,"Console command, not a settable CVar.",,,,untested,untested,,,`fx.Niagara.SetOverrideQualityLevel`（可带参数，具体见帮助说明）,"Sets which quality level we should override with, no args means clear the override and return to non overriden quality level). Valid levels are 0-4 (Low-Cinematic)",
fx.Niagara.SetSystemDenyList,CVar,string,,fx,通用,All,true,false,false,false,true,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SetSystemDenyList=<值>` / `fx.Niagara.SetSystemDenyList <值>` 或 INI 中配置,"Set the system deny List to use. (i.e. NS_SystemA,NS_SystemB)",ECVF_Scalability | ECVF_Default
fx.Niagara.Shader.ForceBindEverything,CVar,string,,fx,材质,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.Shader.ForceBindEverything=<值>` / `fx.Niagara.Shader.ForceBindEverything <值>` 或 INI 中配置,Forces Niagara to display errors about missing shader bindings.,
fx.Niagara.ShowAllocationWarnings,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.ShowAllocationWarnings=<值>` / `fx.Niagara.ShowAllocationWarnings <值>` 或 INI 中配置,If not 0 then frequent reallocations and over-allocations of particle memory will cause warnings in the log.\n,ECVF_Default
fx.Niagara.SimCacheViewer.NamespaceGroupingEnabled,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SimCacheViewer.NamespaceGroupingEnabled=<值>` / `fx.Niagara.SimCacheViewer.NamespaceGroupingEnabled <值>` 或 INI 中配置,When enabled namespaces will be part of the attribute tree view.,ECVF_Default
fx.Niagara.SocketReaderDI.DisableTransformReadType,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SocketReaderDI.DisableTransformReadType=<值>` / `fx.Niagara.SocketReaderDI.DisableTransformReadType <值>` 或 INI 中配置,Disables optimization around removing reading transforms that we don't consume.,ECVF_Default
fx.Niagara.StripByteCodeOverride,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.StripByteCodeOverride=<值>` / `fx.Niagara.StripByteCodeOverride <值>` 或 INI 中配置,Overrides project settings to strip byte code from the script on load..\n,ECVF_Default
fx.Niagara.SystemGpuSupportsMultiPlatformCook,CVar,string,,fx,光线追踪,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemGpuSupportsMultiPlatformCook=<值>` / `fx.Niagara.SystemGpuSupportsMultiPlatformCook <值>` 或 INI 中配置,If false GPU shaders for Niagara scripts will not be compiled by the system when doing a multiplatform cook. \n,ECVF_Default
fx.Niagara.SystemSimulation.AllowASync,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.AllowASync=<值>` / `fx.Niagara.SystemSimulation.AllowASync <值>` 或 INI 中配置,"If > 0, system simulation tick is parallelized. \n",ECVF_Default
fx.Niagara.SystemSimulation.AllowASyncSimCache,CVar,string,,fx,渲染管线,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.AllowASyncSimCache=<值>` / `fx.Niagara.SystemSimulation.AllowASyncSimCache <值>` 或 INI 中配置,"If > 0, sim cache tick is parallelized. \n",ECVF_Default
fx.Niagara.SystemSimulation.BatchGPUTickSubmit,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.BatchGPUTickSubmit=<值>` / `fx.Niagara.SystemSimulation.BatchGPUTickSubmit <值>` 或 INI 中配置,The if non zero we allow GPU Ticks to be submitted to the Render Thread in batches.,ECVF_Default
fx.Niagara.SystemSimulation.ConcurrentGPUTickInit,CVar,string,,fx,通用,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.ConcurrentGPUTickInit=<值>` / `fx.Niagara.SystemSimulation.ConcurrentGPUTickInit <值>` 或 INI 中配置,The if non zero we allow GPU Ticks to be initialized in the System's concurrent tick rather than on the game thread.,ECVF_Default
fx.Niagara.SystemSimulation.DebugForceDelayConcurrentTask,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.DebugForceDelayConcurrentTask=<值>` / `fx.Niagara.SystemSimulation.DebugForceDelayConcurrentTask <值>` 或 INI 中配置,Forces a time delay into the concurrent task.,ECVF_Default
fx.Niagara.SystemSimulation.DebugForceDelayInstancesTask,CVar,string,,fx,渲染调试/可视化,All,true,false,false,false,false,,,manual_value_review,,Runtime console or user setting if adopted,P3,No safe automatic test value inferred.,,,,untested,untested,,,`fx.Niagara.SystemSimulation.DebugForceDelayInstancesTask=<值>` / `fx.Niagara.SystemSimulation.DebugForceDelayInstancesTask <值>` 或 INI 中配置,Forces a time delay into the instances task.,ECVF_Default
